date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:28:15	36628/36628	---M--	200	added ('OK')	text/html	etag:%228f14-59b3507f0c60b%22	http://ableproadmin.com/bootstrap/default/bc_badges.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/bc_badges.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:16	46623/46623	---M--	200	added ('OK')	text/html	etag:%22b61f-59b3507fa8633%22	http://ableproadmin.com/bootstrap/default/bc_card.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/bc_card.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:17	38561/38561	---M--	200	added ('OK')	text/html	etag:%2296a1-59b3507f44881%22	http://ableproadmin.com/bootstrap/default/bc_breadcrumb-pagination.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/bc_breadcrumb-pagination.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:20	38844/38844	---M--	200	added ('OK')	text/html	etag:%2297bc-59b350800fa95%22	http://ableproadmin.com/bootstrap/default/bc_collapse.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/bc_collapse.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:20	39832/39832	---M--	200	added ('OK')	text/html	etag:%229b98-59b3507fdb2b8%22	http://ableproadmin.com/bootstrap/default/bc_carousel.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/bc_carousel.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:20	81516/81516	---M--	200	added ('OK')	text/html	etag:%2213e6c-59b3508088068%22	http://ableproadmin.com/bootstrap/default/bc_grid.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/bc_grid.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:22	38968/38968	---M--	200	added ('OK')	text/html	etag:%229838-59b3508102964%22	http://ableproadmin.com/bootstrap/default/bc_progress.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/bc_progress.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:22	48877/48877	---M--	200	added ('OK')	text/html	etag:%22beed-59b35080baced%22	http://ableproadmin.com/bootstrap/default/bc_modal.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/bc_modal.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:23	38995/38995	---M--	200	added ('OK')	text/html	etag:%229853-59b3508118126%22	http://ableproadmin.com/bootstrap/default/bc_spinner.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/bc_spinner.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:24	41747/41747	---M--	200	added ('OK')	text/html	etag:%22a313-59b3508179bb0%22	http://ableproadmin.com/bootstrap/default/bc_tabs.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/bc_tabs.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:25	41274/41274	---M--	200	added ('OK')	text/html	etag:%22a13a-59b3508208cce%22	http://ableproadmin.com/bootstrap/default/bc_typography.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/bc_typography.html	(from http://ableproadmin.com/bootstrap/default/index.html)
